condition,item_index,question_col,claimed_step,final_step,source,appears_at_step,persists_to_final
real,49,question_attr_2,2,4,own_step,1,1
real,49,question_attr_4,3,4,own_step,1,1
real,51,question_attr_2,2,4,own_step,1,1
real,51,question_attr_3,3,4,own_step,1,1
real,51,question_attr_4,3,4,own_step,1,1
real,52,question_attr_2,2,4,own_step,1,1
real,52,question_attr_3,1,4,own_step,1,1
real,52,question_attr_4,3,4,own_step,1,1
real,55,question_attr_4,3,4,own_step,1,1
real,58,question_attr_2,2,4,own_step,1,1
real,58,question_attr_3,3,4,own_step,1,1
real,58,question_attr_4,4,4,own_step,1,1
real,62,question_attr_1,2,4,own_step,1,1
real,62,question_attr_4,3,4,own_step,1,1
real,63,question_attr_1,1,4,own_step,1,1
real,63,question_attr_2,2,4,own_step,1,1
real,63,question_attr_3,2,4,own_step,1,1
real,63,question_attr_4,3,4,own_step,1,1
real,66,question_attr_1,2,4,own_step,1,1
real,66,question_attr_3,3,4,own_step,1,1
real,67,question_attr_1,2,4,own_step,1,1
real,67,question_attr_2,1,4,own_step,1,0
real,67,question_attr_3,3,4,own_step,1,1
real,68,question_attr_1,2,4,own_step,1,1
real,68,question_attr_2,2,4,own_step,1,1
real,68,question_attr_3,3,4,own_step,1,1
real,68,question_attr_4,4,4,own_step,1,1
real,69,question_attr_1,1,3,own_step,1,1
real,69,question_attr_2,2,3,own_step,1,1
real,69,question_attr_3,1,3,own_step,1,1
real,69,question_attr_4,3,3,own_step,1,1
real,70,question_attr_2,2,4,own_step,1,1
real,70,question_attr_3,2,4,own_step,1,1
real,70,question_attr_4,4,4,own_step,1,1
real,73,question_attr_1,2,4,own_step,1,1
real,73,question_attr_2,1,4,own_step,1,1
real,73,question_attr_3,4,4,own_step,1,1
real,78,question_attr_1,3,4,own_step,1,0
real,78,question_attr_3,2,4,own_step,1,0
real,78,question_attr_4,3,4,own_step,1,1
real,79,question_attr_1,1,4,own_step,1,1
real,79,question_attr_2,3,4,own_step,1,1
real,80,question_attr_1,2,4,own_step,1,1
real,80,question_attr_2,2,4,own_step,1,1
real,80,question_attr_3,3,4,own_step,1,1
real,80,question_attr_4,3,4,own_step,1,1
real,82,question_attr_2,2,4,own_step,1,1
real,82,question_attr_4,3,4,own_step,1,1
real,86,question_attr_1,2,4,own_step,1,1
real,86,question_attr_2,2,4,own_step,1,0
real,86,question_attr_3,1,4,own_step,1,1
real,86,question_attr_4,3,4,own_step,1,1
real,87,question_attr_1,4,4,own_step,1,1
real,87,question_attr_2,2,4,own_step,1,1
real,87,question_attr_3,3,4,own_step,1,1
real,87,question_attr_4,1,4,own_step,1,1
real,97,question_attr_1,2,4,own_step,1,1
real,97,question_attr_2,2,4,own_step,1,1
real,97,question_attr_3,3,4,own_step,1,1
real,97,question_attr_4,1,4,own_step,1,1
real,100,question_attr_1,2,4,own_step,1,1
real,100,question_attr_2,2,4,own_step,1,1
real,100,question_attr_3,3,4,own_step,1,1
real,100,question_attr_4,3,4,own_step,1,1
real,101,question_attr_3,3,4,own_step,1,1
real,102,question_attr_1,1,4,own_step,1,1
real,102,question_attr_2,2,4,own_step,1,1
real,102,question_attr_4,1,4,own_step,1,1
real,105,question_attr_1,2,4,own_step,1,1
real,105,question_attr_2,2,4,own_step,1,1
real,105,question_attr_4,4,4,own_step,1,1
real,106,question_attr_1,2,4,own_step,1,1
real,106,question_attr_2,2,4,own_step,1,1
real,106,question_attr_3,3,4,own_step,1,-1
real,106,question_attr_4,3,4,own_step,1,1
real,107,question_attr_1,2,4,own_step,1,1
real,107,question_attr_2,2,4,own_step,1,1
real,107,question_attr_3,1,4,own_step,1,1
real,107,question_attr_4,3,4,own_step,1,1
real,108,question_attr_2,2,4,own_step,1,1
real,108,question_attr_3,3,4,own_step,1,1
real,108,question_attr_4,3,4,own_step,1,0
real,110,question_attr_2,1,4,own_step,1,1
real,110,question_attr_3,1,4,own_step,1,1
real,110,question_attr_4,1,4,own_step,1,1
real,111,question_attr_1,2,4,own_step,1,1
real,111,question_attr_2,2,4,own_step,1,1
real,111,question_attr_3,3,4,own_step,1,1
real,111,question_attr_4,1,4,own_step,1,0
real,115,question_attr_1,1,4,own_step,1,1
real,115,question_attr_2,2,4,own_step,1,1
real,115,question_attr_3,1,4,own_step,1,1
real,115,question_attr_4,3,4,own_step,1,1
real,123,question_attr_2,2,4,own_step,1,0
real,123,question_attr_4,2,4,own_step,1,0
real,126,question_attr_3,1,4,own_step,1,1
real,126,question_attr_4,3,4,own_step,1,1
real,129,question_attr_1,1,4,own_step,1,1
real,129,question_attr_2,1,4,own_step,1,0
real,129,question_attr_3,3,4,own_step,1,0
real,129,question_attr_4,1,4,own_step,1,1
real,131,question_attr_1,3,4,own_step,1,1
real,131,question_attr_4,3,4,own_step,1,0
real,132,question_attr_2,2,4,own_step,1,1
real,132,question_attr_4,1,4,own_step,1,0
real,133,question_attr_1,2,4,own_step,1,1
real,133,question_attr_2,1,4,own_step,1,1
real,134,question_attr_1,1,4,own_step,1,1
real,134,question_attr_2,2,4,own_step,1,1
real,142,question_attr_1,2,4,own_step,1,1
real,142,question_attr_2,2,4,own_step,1,1
real,142,question_attr_3,3,4,own_step,1,1
real,142,question_attr_4,3,4,own_step,1,0
real,156,question_attr_1,2,4,own_step,1,1
real,156,question_attr_2,1,4,own_step,1,1
real,156,question_attr_3,3,4,own_step,1,1
real,156,question_attr_4,1,4,own_step,1,1
real,157,question_attr_1,2,4,own_step,1,0
real,157,question_attr_2,2,4,own_step,1,1
real,157,question_attr_3,3,4,own_step,1,0
real,157,question_attr_4,3,4,own_step,1,1
real,160,question_attr_1,3,4,own_step,1,1
real,160,question_attr_2,1,4,own_step,1,1
real,160,question_attr_4,1,4,own_step,1,0
real,161,question_attr_1,2,4,own_step,1,0
real,161,question_attr_2,1,4,own_step,1,1
real,161,question_attr_4,1,4,own_step,1,1
real,162,question_attr_1,2,4,own_step,1,1
real,167,question_attr_1,2,4,own_step,1,1
real,167,question_attr_2,2,4,own_step,1,1
real,167,question_attr_4,2,4,own_step,1,1
real,171,question_attr_1,1,4,own_step,1,0
real,171,question_attr_2,2,4,own_step,1,1
real,171,question_attr_4,3,4,own_step,1,1
real,175,question_attr_1,2,4,own_step,1,1
real,175,question_attr_2,2,4,own_step,1,1
real,175,question_attr_4,2,4,own_step,1,1
real,176,question_attr_1,2,4,own_step,1,1
real,176,question_attr_2,3,4,own_step,1,1
real,176,question_attr_3,1,4,own_step,1,0
real,180,question_attr_1,2,4,own_step,1,0
real,180,question_attr_3,3,4,own_step,1,1
real,180,question_attr_4,2,4,own_step,1,1
real,182,question_attr_1,1,4,own_step,1,0
real,182,question_attr_2,1,4,own_step,1,0
real,182,question_attr_3,1,4,own_step,1,0
real,184,question_attr_1,1,4,own_step,1,0
real,184,question_attr_3,3,4,own_step,1,1
real,185,question_attr_1,2,4,own_step,1,1
real,185,question_attr_3,2,4,own_step,1,1
real,185,question_attr_4,3,4,own_step,1,0
real,187,question_attr_1,2,4,own_step,1,1
real,187,question_attr_3,1,4,own_step,1,0
real,187,question_attr_4,1,4,own_step,1,1
real,191,question_attr_3,3,4,own_step,1,1
real,191,question_attr_4,2,4,own_step,1,1
real,194,question_attr_2,4,4,own_step,1,1
real,194,question_attr_4,3,4,own_step,1,1
real,200,question_attr_1,2,4,own_step,1,1
real,200,question_attr_4,3,4,own_step,1,1
real,202,question_attr_1,2,4,own_step,1,1
real,202,question_attr_2,2,4,own_step,1,1
real,202,question_attr_3,3,4,own_step,1,1
real,202,question_attr_4,3,4,own_step,1,1
real,205,question_attr_2,1,4,own_step,1,0
real,205,question_attr_3,4,4,own_step,1,1
real,205,question_attr_4,1,4,own_step,1,0
real,206,question_attr_2,2,4,own_step,1,1
real,206,question_attr_3,3,4,own_step,1,1
real,206,question_attr_4,2,4,own_step,1,1
real,207,question_attr_2,1,4,own_step,1,1
real,207,question_attr_3,3,4,own_step,1,0
real,207,question_attr_4,1,4,own_step,1,1
real,213,question_attr_2,2,4,own_step,1,1
real,213,question_attr_3,3,4,own_step,1,1
real,213,question_attr_4,2,4,own_step,1,1
real,221,question_attr_1,2,4,own_step,1,0
real,221,question_attr_2,2,4,own_step,1,1
real,221,question_attr_3,3,4,own_step,1,1
real,221,question_attr_4,1,4,own_step,1,1
real,222,question_attr_1,1,4,own_step,1,1
real,222,question_attr_2,1,4,own_step,1,1
real,222,question_attr_3,2,4,own_step,1,0
real,222,question_attr_4,3,4,own_step,1,1
real,223,question_attr_1,2,4,own_step,1,1
real,223,question_attr_2,2,4,own_step,1,1
real,223,question_attr_4,1,4,own_step,1,0
real,224,question_attr_1,1,4,own_step,1,1
real,224,question_attr_2,1,4,own_step,1,1
real,224,question_attr_3,2,4,own_step,1,1
real,224,question_attr_4,3,4,own_step,1,0
real,225,question_attr_2,2,4,own_step,1,1
real,225,question_attr_3,3,4,own_step,1,1
real,225,question_attr_4,1,4,own_step,1,1
real,229,question_attr_1,2,4,own_step,1,0
real,229,question_attr_2,2,4,own_step,1,1
real,229,question_attr_4,1,4,own_step,1,1
real,234,question_attr_1,2,4,own_step,1,1
real,234,question_attr_2,1,4,own_step,1,1
real,234,question_attr_3,3,4,own_step,1,1
real,234,question_attr_4,3,4,own_step,1,1
real,235,question_attr_1,2,4,own_step,1,1
real,235,question_attr_2,2,4,own_step,1,1
real,243,question_attr_1,2,4,own_step,1,1
real,243,question_attr_2,2,4,own_step,1,1
real,245,question_attr_1,2,4,own_step,1,1
real,245,question_attr_2,2,4,own_step,1,1
real,245,question_attr_3,1,4,own_step,1,1
real,247,question_attr_1,1,4,own_step,1,1
real,247,question_attr_3,3,4,own_step,1,1
real,252,question_attr_1,2,4,own_step,1,1
real,252,question_attr_2,2,4,own_step,1,1
real,252,question_attr_3,3,4,own_step,1,1
real,252,question_attr_4,4,4,own_step,1,1
real,254,question_attr_1,3,4,own_step,1,1
real,254,question_attr_2,2,4,own_step,1,1
real,254,question_attr_3,3,4,own_step,1,1
real,258,question_attr_1,1,4,own_step,1,0
real,258,question_attr_2,2,4,own_step,1,1
real,258,question_attr_4,3,4,own_step,1,1
real,271,question_attr_1,2,4,own_step,1,1
real,271,question_attr_2,2,4,own_step,1,1
real,271,question_attr_3,3,4,own_step,1,1
real,271,question_attr_4,3,4,own_step,1,1
real,278,question_attr_4,3,4,own_step,1,1
real,288,question_attr_1,4,4,own_step,1,1
real,288,question_attr_4,3,4,own_step,1,1
real,293,question_attr_2,2,4,own_step,1,0
real,293,question_attr_3,1,4,own_step,1,1
real,293,question_attr_4,3,4,own_step,1,1
real,296,question_attr_1,2,2,own_step,1,1
real,296,question_attr_3,1,2,own_step,1,1
real,296,question_attr_4,1,2,own_step,1,0
real,302,question_attr_1,2,4,own_step,1,1
real,302,question_attr_2,2,4,own_step,1,1
real,302,question_attr_3,3,4,own_step,1,1
real,310,question_attr_1,4,4,own_step,1,1
real,310,question_attr_3,4,4,own_step,1,1
real,310,question_attr_4,3,4,own_step,1,0
real,314,question_attr_1,2,4,own_step,1,1
real,314,question_attr_2,2,4,own_step,1,1
real,314,question_attr_3,3,4,own_step,1,1
real,314,question_attr_4,2,4,own_step,1,1
real,315,question_attr_1,2,4,own_step,1,0
real,315,question_attr_2,2,4,own_step,1,1
real,315,question_attr_3,3,4,own_step,1,1
real,315,question_attr_4,1,4,own_step,1,1
shuffled,12,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,12,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,12,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,13,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,13,question_attr_2,2,4,shuffled_within_chain,-1,1
shuffled,13,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,13,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,14,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,14,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,14,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,18,question_attr_1,2,3,shuffled_within_chain,1,1
shuffled,18,question_attr_3,2,3,shuffled_within_chain,0,1
shuffled,18,question_attr_4,1,3,shuffled_within_chain,0,1
shuffled,19,question_attr_2,3,4,shuffled_within_chain,0,0
shuffled,19,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,19,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,20,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,20,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,20,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,21,question_attr_2,1,4,shuffled_within_chain,0,0
shuffled,21,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,23,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,23,question_attr_3,3,4,shuffled_within_chain,1,1
shuffled,23,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,27,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,27,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,27,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,29,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,29,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,29,question_attr_3,2,4,shuffled_within_chain,0,0
shuffled,30,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,30,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,30,question_attr_3,2,4,shuffled_within_chain,1,0
shuffled,30,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,31,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,31,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,31,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,31,question_attr_4,3,4,shuffled_within_chain,0,0
shuffled,37,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,37,question_attr_2,4,4,shuffled_within_chain,1,1
shuffled,37,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,37,question_attr_4,4,4,shuffled_within_chain,1,1
shuffled,46,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,46,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,48,question_attr_1,3,4,shuffled_within_chain,1,0
shuffled,48,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,48,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,49,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,49,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,49,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,51,question_attr_2,3,4,shuffled_within_chain,0,1
shuffled,51,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,51,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,52,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,52,question_attr_3,3,4,shuffled_within_chain,1,1
shuffled,52,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,58,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,58,question_attr_3,4,4,shuffled_within_chain,1,1
shuffled,58,question_attr_4,3,4,shuffled_within_chain,0,1
shuffled,62,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,62,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,63,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,63,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,63,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,63,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,66,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,66,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,67,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,67,question_attr_2,3,4,shuffled_within_chain,0,0
shuffled,67,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,68,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,68,question_attr_2,4,4,shuffled_within_chain,1,1
shuffled,68,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,68,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,69,question_attr_1,2,3,shuffled_within_chain,1,1
shuffled,69,question_attr_2,1,3,shuffled_within_chain,0,1
shuffled,69,question_attr_3,3,3,shuffled_within_chain,1,1
shuffled,69,question_attr_4,2,3,shuffled_within_chain,0,1
shuffled,70,question_attr_2,4,4,shuffled_within_chain,1,1
shuffled,70,question_attr_3,4,4,shuffled_within_chain,1,1
shuffled,70,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,73,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,73,question_attr_2,4,4,shuffled_within_chain,1,1
shuffled,73,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,78,question_attr_1,2,4,shuffled_within_chain,0,0
shuffled,78,question_attr_3,3,4,shuffled_within_chain,1,0
shuffled,78,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,79,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,79,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,80,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,80,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,80,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,80,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,82,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,82,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,86,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,86,question_attr_2,1,4,shuffled_within_chain,0,0
shuffled,86,question_attr_3,2,4,shuffled_within_chain,1,1
shuffled,86,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,87,question_attr_1,2,4,shuffled_within_chain,0,1
shuffled,87,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,87,question_attr_3,4,4,shuffled_within_chain,1,1
shuffled,87,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,97,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,97,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,97,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,97,question_attr_4,2,4,shuffled_within_chain,1,1
shuffled,100,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,100,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,100,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,100,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,102,question_attr_1,2,4,shuffled_within_chain,1,1
shuffled,102,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,102,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,105,question_attr_1,4,4,shuffled_within_chain,1,1
shuffled,105,question_attr_2,4,4,shuffled_within_chain,1,1
shuffled,105,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,106,question_attr_1,3,4,shuffled_within_chain,-1,1
shuffled,106,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,106,question_attr_3,2,4,shuffled_within_chain,0,-1
shuffled,106,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,107,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,107,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,107,question_attr_3,3,4,shuffled_within_chain,1,1
shuffled,107,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,108,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,108,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,108,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,111,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,111,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,111,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,111,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,115,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,115,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,115,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,115,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,126,question_attr_3,3,4,shuffled_within_chain,1,1
shuffled,126,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,129,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,129,question_attr_2,3,4,shuffled_within_chain,1,0
shuffled,129,question_attr_3,1,4,shuffled_within_chain,0,0
shuffled,129,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,132,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,132,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,133,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,133,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,134,question_attr_1,2,4,shuffled_within_chain,1,1
shuffled,134,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,142,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,142,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,142,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,142,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,156,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,156,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,156,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,156,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,157,question_attr_1,3,4,shuffled_within_chain,1,0
shuffled,157,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,157,question_attr_3,2,4,shuffled_within_chain,0,0
shuffled,157,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,160,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,160,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,160,question_attr_4,3,4,shuffled_within_chain,0,0
shuffled,161,question_attr_1,1,4,shuffled_within_chain,0,0
shuffled,161,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,161,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,171,question_attr_1,2,4,shuffled_within_chain,1,0
shuffled,171,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,171,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,176,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,176,question_attr_2,2,4,shuffled_within_chain,0,1
shuffled,176,question_attr_3,2,4,shuffled_within_chain,0,0
shuffled,180,question_attr_1,3,4,shuffled_within_chain,0,0
shuffled,180,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,180,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,184,question_attr_1,3,4,shuffled_within_chain,0,0
shuffled,184,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,185,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,185,question_attr_3,3,4,shuffled_within_chain,1,1
shuffled,185,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,187,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,187,question_attr_3,2,4,shuffled_within_chain,0,0
shuffled,187,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,191,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,191,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,194,question_attr_2,3,4,shuffled_within_chain,0,1
shuffled,194,question_attr_4,4,4,shuffled_within_chain,1,1
shuffled,200,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,200,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,202,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,202,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,202,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,202,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,205,question_attr_2,4,4,shuffled_within_chain,0,0
shuffled,205,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,205,question_attr_4,4,4,shuffled_within_chain,0,0
shuffled,206,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,206,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,206,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,207,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,207,question_attr_3,1,4,shuffled_within_chain,0,0
shuffled,207,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,213,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,213,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,213,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,221,question_attr_1,3,4,shuffled_within_chain,0,0
shuffled,221,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,221,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,221,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,222,question_attr_1,2,4,shuffled_within_chain,0,1
shuffled,222,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,222,question_attr_3,3,4,shuffled_within_chain,0,0
shuffled,222,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,223,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,223,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,223,question_attr_4,2,4,shuffled_within_chain,0,0
shuffled,224,question_attr_1,2,4,shuffled_within_chain,1,1
shuffled,224,question_attr_2,2,4,shuffled_within_chain,1,1
shuffled,224,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,224,question_attr_4,1,4,shuffled_within_chain,0,0
shuffled,225,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,225,question_attr_3,2,4,shuffled_within_chain,0,1
